Survey,Tow,Station,SqMi,tdist,tsect,tsub_sect,spec_area,kdist,ksect,haul_date,Start_Lat,Start_Lon,Heading,Distance,End_Lat,End_Lon,Start_Time,End_Time,Duration,Depth_min,Depth_max,Depth_avg,Weather,Scope,Bottom_temp,Perform,nTows,Statarea,RACE_Code,Sex,nSize,iSize,Chela,Legal,Shell,Maturity,Clutch,Clutch_con,Eggdev,Blackmat,Bitter,Worms,Parasite,sampfrac,pe_crab
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,1,32.00,32,,0,2,-7,-7,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,1,35.00,35,,0,2,-7,-7,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,1,37.00,37,,0,2,-7,-7,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,2,45.00,45,,-7,2,1,0,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,2,46.00,46,,-7,2,1,0,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,68560,2,53.00,53,,-7,2,1,0,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,69322,2,67.00,67,,-7,-9,1,0,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010001,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6772,-152.4468,40,0.70,,,10:55:00,11:14:00,19,8,9,9,711,50,,0,2,525733,69322,2,68.00,68,,-7,-9,1,0,,,0,0,0,0,1.0000,651.0000
"CRAB1997",97010002,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6692,-152.4665,32,0.90,,,11:50:00,12:11:00,21,5,9,7,711,50,,0,2,525733,68020,2,161.00,161,,-7,2,2,0,5,,0,0,0,0,1.0000,506.3333
"CRAB1997",97010002,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6692,-152.4665,32,0.90,,,11:50:00,12:11:00,21,5,9,7,711,50,,0,2,525733,68560,2,45.00,45,,-7,2,1,0,,,0,0,0,0,1.0000,506.3333
"CRAB1997",97010002,"CHE",6.00,1,1,1,1,1,1,"07-03-1997",57.6692,-152.4665,32,0.90,,,11:50:00,12:11:00,21,5,9,7,711,50,,0,2,525733,68560,2,45.00,45,,-7,2,1,0,,,0,0,0,0,1.0000,506.3333
"CRAB1997",97010003,"CHF",3.70,1,1,1,1,1,1,"07-03-1997",57.6963,-152.3140,224,1.00,,,13:23:00,13:47:00,24,72,80,76,712,250,,0,1,525733,68560,1,45.00,45,,0,2,-7,-7,,,0,0,0,0,3.0000,1686.0900
"CRAB1997",97010003,"CHF",3.70,1,1,1,1,1,1,"07-03-1997",57.6963,-152.3140,224,1.00,,,13:23:00,13:47:00,24,72,80,76,712,250,,0,1,525733,68560,1,48.00,48,,0,2,-7,-7,,,0,0,0,0,3.0000,1686.0900
"CRAB1997",97010003,"CHF",3.70,1,1,1,1,1,1,"07-03-1997",57.6963,-152.3140,224,1.00,,,13:23:00,13:47:00,24,72,80,76,712,250,,0,1,525733,68560,1,50.00,50,,0,2,-7,-7,,,0,0,0,0,3.0000,1686.0900
"CRAB1997",97010003,"CHF",3.70,1,1,1,1,1,1,"07-03-1997",57.6963,-152.3140,224,1.00,,,13:23:00,13:47:00,24,72,80,76,712,250,,0,1,525733,68560,1,51.00,51,,0,2,-7,-7,,,0,0,0,0,3.0000,1686.0900
