Fishery,ADFG,Haul_ID,Set_Date,District,RACE_Code,Species_Name,Weight(lbs)
"DS18",40924,"DS18040924201808210010","08-21-2018","D",421,"big skate egg case",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",440,"longnose skate",28
"DS18",40924,"DS18040924201808210010","08-21-2018","D",472,"Aleutian skate",8
"DS18",40924,"DS18040924201808210010","08-21-2018","D",10110,"arrowtooth flounder",2
"DS18",40924,"DS18040924201808210010","08-21-2018","D",21910,"lingcod",3
"DS18",40924,"DS18040924201808210010","08-21-2018","D",71870,"lyre whelk",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",72500,"hairy triton (or Oregon triton)",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",74120,"weathervane scallop",573.00
"DS18",40924,"DS18040924201808210010","08-21-2018","D",80160,"sunflower sea star",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",80660,"scarlet sea star",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",80810,"leafy flat star",1
"DS18",40924,"DS18040924201808210010","08-21-2018","D",99993,"empty bivalve shells",8
"DS18",40924,"DS18040924201808210010","08-21-2018","D",99999,"Debris - natural",3
"DS18",40924,"DS18040924201808220012","08-22-2018","D",74120,"weathervane scallop",469.00
"DS18",40924,"DS18040924201808220014","08-22-2018","D",74120,"weathervane scallop",1055.33
"DS18",40924,"DS18040924201808220016","08-22-2018","D",74120,"weathervane scallop",443.67
"DS18",40924,"DS18040924201808220018","08-22-2018","D",74120,"weathervane scallop",622.67
"DS18",40924,"DS18040924201808230032","08-23-2018","D",420,"big skate",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",472,"Aleutian skate",2
"DS18",40924,"DS18040924201808230032","08-23-2018","D",10110,"arrowtooth flounder",4
"DS18",40924,"DS18040924201808230032","08-23-2018","D",10180,"Dover sole",3
"DS18",40924,"DS18040924201808230032","08-23-2018","D",42003,"sea whip unident.",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",50192,"bristle worm",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",69090,"Alaskan hermit crab",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",71537,"rusty moonsnail",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",74120,"weathervane scallop",834.67
"DS18",40924,"DS18040924201808230032","08-23-2018","D",80810,"leafy flat star",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",83320,"notched brittlestar",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",99993,"empty bivalve shells",12
"DS18",40924,"DS18040924201808230032","08-23-2018","D",99994,"empty gastropod shells",1
"DS18",40924,"DS18040924201808230032","08-23-2018","D",99999,"Debris - natural",10
"DS18",40924,"DS18040924201808230036","08-23-2018","D",74120,"weathervane scallop",433.67
"DS18",40924,"DS18040924201808230038","08-23-2018","D",74120,"weathervane scallop",693.00
"DS18",40924,"DS18040924201808240053","08-24-2018","D",402,"Bathyraja sp. egg case",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",472,"Aleutian skate",4
"DS18",40924,"DS18040924201808240053","08-24-2018","D",10180,"Dover sole",2
"DS18",40924,"DS18040924201808240053","08-24-2018","D",42000,"sea pen or sea whip unident.",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",43000,"sea anemone unident.",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",69090,"Alaskan hermit crab",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",71820,"Pribilof whelk",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",74120,"weathervane scallop",621.00
"DS18",40924,"DS18040924201808240053","08-24-2018","D",75021,"butter clam",1
"DS18",40924,"DS18040924201808240053","08-24-2018","D",80810,"leafy flat star",2
"DS18",40924,"DS18040924201808240053","08-24-2018","D",99993,"empty bivalve shells",24
"DS18",40924,"DS18040924201808240053","08-24-2018","D",99999,"Debris - natural",57
"DS18",40924,"DS18040924201808240055","08-24-2018","D",10120,"Pacific halibut",5.31
"DS18",40924,"DS18040924201808240055","08-24-2018","D",74120,"weathervane scallop",554.67
"DS18",40924,"DS18040924201808240057","08-24-2018","D",74120,"weathervane scallop",561.00
"DS18",40924,"DS18040924201808240059","08-24-2018","D",74120,"weathervane scallop",775.67
