Fishery,ADFG,Haul_ID,Set_Date,District,RACE_Code,Species_Name,Weight(lbs)
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",402,"Bathyraja sp. egg case",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",421,"big skate egg case",3
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",10110,"arrowtooth flounder",2
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",10130,"flathead sole",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",10170,"English sole",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",10180,"Dover sole",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",68020,"Dungeness crab",2
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",68560,"Tanner crab",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",74120,"weathervane scallop",315.67
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",80170,"fish-eating sea star",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",80544,"blood sea star",1
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",80810,"leafy flat star",36
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",83320,"notched brittlestar",3
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",99993,"empty bivalve shells",3
"DS17",40924,"DS17040924201707040003","07-04-2017","D16",99999,"Debris - natural",3
"DS17",40924,"DS17040924201707040005","07-04-2017","D16",10120,"Pacific halibut",3.77
"DS17",40924,"DS17040924201707040005","07-04-2017","D16",74120,"weathervane scallop",400.00
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",420,"big skate",5
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",10110,"arrowtooth flounder",2
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",10120,"Pacific halibut",4.24
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",10160,"petrale sole",4
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",10170,"English sole",3
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",43000,"sea anemone unident.",1
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",66530,"ridged crangon",1
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",68020,"Dungeness crab",2
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",69090,"Alaskan hermit crab",1
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",69270,"box crab",2
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",74120,"weathervane scallop",389.33
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",80810,"leafy flat star",22
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",83320,"notched brittlestar",10
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",99993,"empty bivalve shells",1
"DS17",40924,"DS17040924201707050015","07-05-2017","D16",99999,"Debris - natural",5
"DS17",40924,"DS17040924201707050017","07-05-2017","D16",74120,"weathervane scallop",775.00
"DS17",40924,"DS17040924201707050019","07-05-2017","D16",74120,"weathervane scallop",762.00
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",310,"spiny dogfish shark",5
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",420,"big skate",3
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",10120,"Pacific halibut",4.75
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",10120,"Pacific halibut",2.57
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",10160,"petrale sole",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",10170,"English sole",2
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",23808,"snake prickleback",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",74120,"weathervane scallop",489.00
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",80106,"redbanded sea star",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",80660,"scarlet sea star",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",80810,"leafy flat star",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",83320,"notched brittlestar",1
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",99993,"empty bivalve shells",18
"DS17",40924,"DS17040924201707060033","07-06-2017","D16",99999,"Debris - natural",5
"DS17",40924,"DS17040924201707060035","07-06-2017","D16",74120,"weathervane scallop",409.00
"DS17",40924,"DS17040924201707060037","07-06-2017","D16",74120,"weathervane scallop",292.67
"DS17",40924,"DS17040924201707060039","07-06-2017","D16",74120,"weathervane scallop",376.00
"DS17",40924,"DS17040924201707060041","07-06-2017","D16",10120,"Pacific halibut",2.75
"DS17",40924,"DS17040924201707060041","07-06-2017","D16",74120,"weathervane scallop",351.00
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",21,"Pacific lamprey",1
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",200,"cat shark unident.",1
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",310,"spiny dogfish shark",5
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",420,"big skate",38
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",10120,"Pacific halibut",2.57
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",10260,"rock sole unident.",1
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",74120,"weathervane scallop",124.00
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",80810,"leafy flat star",1
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",99993,"empty bivalve shells",2
"DS17",40924,"DS17040924201707070055","07-07-2017","D16",99999,"Debris - natural",1
"DS17",40924,"DS17040924201707070057","07-07-2017","D16",74120,"weathervane scallop",357.33
"DS17",40924,"DS17040924201707070059","07-07-2017","D16",74120,"weathervane scallop",291.33
"DS17",40924,"DS17040924201707070061","07-07-2017","D16",10120,"Pacific halibut",3.13
"DS17",40924,"DS17040924201707070061","07-07-2017","D16",74120,"weathervane scallop",146.00
"DS17",40924,"DS17040924201707080079","07-08-2017","D16",80660,"scarlet sea star",1
"DS17",40924,"DS17040924201707080079","07-08-2017","D16",99993,"empty bivalve shells",1
"DS17",40924,"DS17040924201707080079","07-08-2017","D16",99999,"Debris - natural",1
"DS17",40924,"DS17040924201707080081","07-08-2017","D16",74120,"weathervane scallop",299.00
"DS17",40924,"DS17040924201707080083","07-08-2017","D16",10120,"Pacific halibut",10.94
"DS17",40924,"DS17040924201707080083","07-08-2017","D16",74120,"weathervane scallop",102.00
"DS17",40924,"DS17040924201707080085","07-08-2017","D16",74120,"weathervane scallop",440.67
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",0,"Debris - man-made",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",421,"big skate egg case",3
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",10130,"flathead sole",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",10170,"English sole",2
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",10200,"rex sole",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",20040,"sturgeon poacher",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",24191,"shortfin eelpout",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",43000,"sea anemone unident.",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",68560,"Tanner crab",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",69090,"Alaskan hermit crab",1
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",74120,"weathervane scallop",706.33
"DS17",40924,"DS17040924201707090097","07-09-2017","YAK",75021,"butter clam",1
