Fishery,ADFG,Haul_ID,Set_Date,District,RACE_Code,Species_Name,Weight(lbs)
"DS13",40924,"DS13040924201308090504","08-09-2013","D16",74120,"weathervane scallop",329.33
"DS13",40924,"DS13040924201308100507","08-10-2013","D16",74120,"weathervane scallop",169.00
"DS13",40924,"DS13040924201308100510","08-10-2013","D16",74120,"weathervane scallop",110.00
"DS13",40924,"DS13040924201308100525","08-10-2013","D16",74120,"weathervane scallop",318.00
"DS13",40924,"DS13040924201308110528","08-11-2013","D16",74120,"weathervane scallop",706.67
"DS13",40924,"DS13040924201308110530","08-11-2013","D16",74120,"weathervane scallop",315.00
"DS13",40924,"DS13040924201308110534","08-11-2013","D16",74120,"weathervane scallop",320.00
"DS13",40924,"DS13040924201308110546","08-11-2013","D16",74120,"weathervane scallop",858.00
"DS13",40924,"DS13040924201308120549","08-12-2013","D16",74120,"weathervane scallop",352.00
"DS13",40924,"DS13040924201308120551","08-12-2013","D16",74120,"weathervane scallop",835.00
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",402,"Bathyraja sp. egg case",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",420,"big skate",42
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",421,"big skate egg case",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",435,"Bering skate",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",441,"longnose skate egg case",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",10110,"arrowtooth flounder",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",10120,"Pacific halibut",5.90
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",10130,"flathead sole",7
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",10180,"Dover sole",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",20000,"poacher unident.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",23000,"smelt unident.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",24100,"eelpout unident.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",43000,"sea anemone unident.",4
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",50192,"bristle worm",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",68560,"Tanner crab",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",71525,"Natica sp.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",74120,"weathervane scallop",975.33
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",80160,"sunflower sea star",27
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",80710,"vermilion sea star",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",80810,"leafy flat star",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",91000,"sponge unident.",1
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",99993,"empty bivalve shells",20
"DS13",40924,"DS13040924201308120555","08-12-2013","D16",99997,"unsorted catch and debris",22
"DS13",40924,"DS13040924201308120567","08-12-2013","D16",74120,"weathervane scallop",187.00
"DS13",40924,"DS13040924201308130569","08-13-2013","D16",74120,"weathervane scallop",536.00
"DS13",40924,"DS13040924201308130573","08-13-2013","D16",10120,"Pacific halibut",5.60
"DS13",40924,"DS13040924201308130573","08-13-2013","D16",10120,"Pacific halibut",5.31
"DS13",40924,"DS13040924201308130573","08-13-2013","D16",10120,"Pacific halibut",4.49
"DS13",40924,"DS13040924201308130573","08-13-2013","D16",74120,"weathervane scallop",940.67
"DS13",40924,"DS13040924201308140592","08-14-2013","D16",74120,"weathervane scallop",413.00
"DS13",40924,"DS13040924201308140594","08-14-2013","D16",74120,"weathervane scallop",288.00
"DS13",40924,"DS13040924201308140599","08-14-2013","D16",74120,"weathervane scallop",928.00
"DS13",40924,"DS13040924201308140613","08-14-2013","D16",74120,"weathervane scallop",358.33
"DS13",40924,"DS13040924201308150615","08-15-2013","D16",10120,"Pacific halibut",5.31
"DS13",40924,"DS13040924201308150615","08-15-2013","D16",74120,"weathervane scallop",606.00
"DS13",40924,"DS13040924201308150618","08-15-2013","D16",10120,"Pacific halibut",4.49
"DS13",40924,"DS13040924201308150618","08-15-2013","D16",74120,"weathervane scallop",133.00
"DS13",40924,"DS13040924201308150622","08-15-2013","D16",74120,"weathervane scallop",136.00
"DS13",40924,"DS13040924201308150636","08-15-2013","D16",10120,"Pacific halibut",5.31
"DS13",40924,"DS13040924201308150636","08-15-2013","D16",74120,"weathervane scallop",234.00
"DS13",40924,"DS13040924201308160638","08-16-2013","D16",74120,"weathervane scallop",480.67
"DS13",40924,"DS13040924201308160642","08-16-2013","D16",74120,"weathervane scallop",197.00
"DS13",40924,"DS13040924201308160644","08-16-2013","D16",74120,"weathervane scallop",408.00
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",421,"big skate egg case",3
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",441,"longnose skate egg case",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",10110,"arrowtooth flounder",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",10130,"flathead sole",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",10180,"Dover sole",5
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",10270,"butter sole",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",21910,"lingcod",23
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",23800,"prickleback unident.",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",24100,"eelpout unident.",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",43000,"sea anemone unident.",3
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",71010,"nudibranch unident.",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",71525,"Natica sp.",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",74120,"weathervane scallop",370.00
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",80160,"sunflower sea star",10
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",99993,"empty bivalve shells",11
"DS13",40924,"DS13040924201308160647","08-16-2013","D16",99997,"unsorted catch and debris",7
"DS13",40924,"DS13040924201308160660","08-16-2013","D16",74120,"weathervane scallop",404.00
"DS13",40924,"DS13040924201308170662","08-17-2013","D16",74120,"weathervane scallop",364.33
"DS13",40924,"DS13040924201308170664","08-17-2013","D16",74120,"weathervane scallop",498.00
"DS13",40924,"DS13040924201308170667","08-17-2013","D16",74120,"weathervane scallop",209.00
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",402,"Bathyraja sp. egg case",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",421,"big skate egg case",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",10170,"English sole",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",10180,"Dover sole",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",10270,"butter sole",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",20000,"poacher unident.",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",24100,"eelpout unident.",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",43000,"sea anemone unident.",2
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",74120,"weathervane scallop",299.33
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",74980,"Clinocardium sp.",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",80160,"sunflower sea star",12
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",80710,"vermilion sea star",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",80810,"leafy flat star",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",99993,"empty bivalve shells",16
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",99997,"unsorted catch and debris",7
"DS13",40924,"DS13040924201308170671","08-17-2013","D16",99999,"Debris - natural",300
"DS13",40924,"DS13040924201308170685","08-17-2013","D16",74120,"weathervane scallop",540.00
"DS13",40924,"DS13040924201308180687","08-18-2013","D16",74120,"weathervane scallop",267.00
"DS13",40924,"DS13040924201308180689","08-18-2013","D16",74120,"weathervane scallop",317.00
"DS13",40924,"DS13040924201308180691","08-18-2013","D16",74120,"weathervane scallop",465.33
"DS13",40924,"DS13040924201308180707","08-18-2013","D16",74120,"weathervane scallop",282.00
"DS13",40924,"DS13040924201308190709","08-19-2013","D16",74120,"weathervane scallop",233.00
"DS13",40924,"DS13040924201308190711","08-19-2013","D16",74120,"weathervane scallop",198.00
"DS13",40924,"DS13040924201308190713","08-19-2013","D16",74120,"weathervane scallop",372.67
"DS13",40924,"DS13040924201308190715","08-19-2013","D16",74120,"weathervane scallop",779.00
"DS13",40924,"DS13040924201308190726","08-19-2013","D16",74120,"weathervane scallop",622.00
"DS13",40924,"DS13040924201308200729","08-20-2013","D16",74120,"weathervane scallop",220.00
"DS13",40924,"DS13040924201308200731","08-20-2013","D16",10120,"Pacific halibut",6.88
"DS13",40924,"DS13040924201308200731","08-20-2013","D16",74120,"weathervane scallop",111.00
"DS13",40924,"DS13040924201308200732","08-20-2013","D16",74120,"weathervane scallop",611.00
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",0,"Debris - man-made",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",310,"spiny dogfish shark",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",420,"big skate",6
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",10170,"English sole",6
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",20000,"poacher unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",21740,"walleye pollock",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",23800,"prickleback unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",24100,"eelpout unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",40500,"jellyfish unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",66000,"shrimp unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",68560,"Tanner crab",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",69090,"Alaskan hermit crab",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",74120,"weathervane scallop",719.67
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",74981,"cockle unident.",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",80160,"sunflower sea star",11
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",80710,"vermilion sea star",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",80810,"leafy flat star",2
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",99993,"empty bivalve shells",18
"DS13",40924,"DS13040924201308200734","08-20-2013","D16",99997,"unsorted catch and debris",22
"DS13",40924,"DS13040924201307130002","07-13-2013","YAK",74120,"weathervane scallop",197.67
"DS13",40924,"DS13040924201307130004","07-13-2013","YAK",74120,"weathervane scallop",455.00
"DS13",40924,"DS13040924201307130013","07-13-2013","YAK",74120,"weathervane scallop",720.00
"DS13",40924,"DS13040924201307130015","07-13-2013","YAK",74120,"weathervane scallop",495.00
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",421,"big skate egg case",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",435,"Bering skate",7
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",441,"longnose skate egg case",2
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",10130,"flathead sole",2
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",10180,"Dover sole",14
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",42008,"Halipteris sp.",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",71001,"snail eggs",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",74120,"weathervane scallop",501.33
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",80810,"leafy flat star",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",99993,"empty bivalve shells",17
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",99997,"unsorted catch and debris",20
"DS13",40924,"DS13040924201307130017","07-13-2013","YAK",99999,"Debris - natural",5
"DS13",40924,"DS13040924201307140019","07-14-2013","YAK",74120,"weathervane scallop",1175.00
"DS13",40924,"DS13040924201307140021","07-14-2013","YAK",74120,"weathervane scallop",192.00
"DS13",40924,"DS13040924201307140023","07-14-2013","YAK",74120,"weathervane scallop",1118.33
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",0,"Debris - man-made",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",402,"Bathyraja sp. egg case",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",421,"big skate egg case",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",435,"Bering skate",7
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",440,"longnose skate",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",10110,"arrowtooth flounder",4
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",10180,"Dover sole",2
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",10200,"rex sole",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",24100,"eelpout unident.",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",68510,"graceful decorator crab",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",68560,"Tanner crab",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",68578,"Pacific lyre crab",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",69090,"Alaskan hermit crab",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",74120,"weathervane scallop",789.00
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",80160,"sunflower sea star",24
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",80710,"vermilion sea star",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",83020,"basket star",4
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",99993,"empty bivalve shells",36
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",99994,"empty gastropod shells",1
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",99997,"unsorted catch and debris",29
"DS13",40924,"DS13040924201307140038","07-14-2013","YAK",99999,"Debris - natural",24
"DS13",40924,"DS13040924201307140040","07-14-2013","YAK",74120,"weathervane scallop",818.00
"DS13",40924,"DS13040924201307150042","07-15-2013","YAK",74120,"weathervane scallop",630.33
"DS13",40924,"DS13040924201307150044","07-15-2013","YAK",74120,"weathervane scallop",510.00
"DS13",40924,"DS13040924201307150046","07-15-2013","YAK",74120,"weathervane scallop",425.67
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",402,"Bathyraja sp. egg case",2
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",421,"big skate egg case",3
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",435,"Bering skate",6
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",10180,"Dover sole",3
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",43000,"sea anemone unident.",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",65204,"crab barnacle",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",68560,"Tanner crab",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",68578,"Pacific lyre crab",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",69090,"Alaskan hermit crab",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",71001,"snail eggs",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",74104,"Chlamys sp.",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",74120,"weathervane scallop",802.00
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",80160,"sunflower sea star",32
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",80710,"vermilion sea star",4
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",99993,"empty bivalve shells",144
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",99994,"empty gastropod shells",1
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",99997,"unsorted catch and debris",18
"DS13",40924,"DS13040924201307150060","07-15-2013","YAK",99999,"Debris - natural",42
"DS13",40924,"DS13040924201307150062","07-15-2013","YAK",74120,"weathervane scallop",965.67
"DS13",40924,"DS13040924201307160064","07-16-2013","YAK",74120,"weathervane scallop",579.00
"DS13",40924,"DS13040924201307160066","07-16-2013","YAK",74120,"weathervane scallop",919.33
"DS13",40924,"DS13040924201307160068","07-16-2013","YAK",74120,"weathervane scallop",585.00
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",0,"Debris - man-made",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",435,"Bering skate",5
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",440,"longnose skate",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",10110,"arrowtooth flounder",3
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",10130,"flathead sole",2
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",10180,"Dover sole",8
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",43000,"sea anemone unident.",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",74120,"weathervane scallop",288.67
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",80160,"sunflower sea star",24
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",80170,"fish-eating sea star",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",80710,"vermilion sea star",5
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",99993,"empty bivalve shells",55
"DS13",40924,"DS13040924201307160082","07-16-2013","YAK",99999,"Debris - natural",47
"DS13",40924,"DS13040924201307160084","07-16-2013","YAK",74120,"weathervane scallop",861.33
"DS13",40924,"DS13040924201307170086","07-17-2013","YAK",74120,"weathervane scallop",724.00
"DS13",40924,"DS13040924201307170088","07-17-2013","YAK",74120,"weathervane scallop",1034.33
"DS13",40924,"DS13040924201307170090","07-17-2013","YAK",74120,"weathervane scallop",680.00
"DS13",40924,"DS13040924201307170103","07-17-2013","YAK",74120,"weathervane scallop",640.00
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",0,"Debris - man-made",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",402,"Bathyraja sp. egg case",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",421,"big skate egg case",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",435,"Bering skate",4
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",440,"longnose skate",5
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",10110,"arrowtooth flounder",3
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",10180,"Dover sole",5
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",42003,"sea whip unident.",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",68510,"graceful decorator crab",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",68560,"Tanner crab",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",68578,"Pacific lyre crab",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",69270,"box crab",2
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",71001,"snail eggs",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",71770,"Kennicotts whelk",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",72500,"hairy triton (or Oregon triton)",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",74120,"weathervane scallop",783.33
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",80710,"vermilion sea star",9
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",83320,"notched brittlestar",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",91016,"hermit sponge",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",99993,"empty bivalve shells",58
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",99994,"empty gastropod shells",1
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",99997,"unsorted catch and debris",114
"DS13",40924,"DS13040924201307170105","07-17-2013","YAK",99999,"Debris - natural",84
"DS13",40924,"DS13040924201307180107","07-18-2013","YAK",74120,"weathervane scallop",161.00
"DS13",40924,"DS13040924201307180109","07-18-2013","YAK",74120,"weathervane scallop",194.00
"DS13",40924,"DS13040924201307180112","07-18-2013","YAK",74120,"weathervane scallop",400.00
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",402,"Bathyraja sp. egg case",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",435,"Bering skate",5
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",440,"longnose skate",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",10130,"flathead sole",3
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",10180,"Dover sole",3
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",42003,"sea whip unident.",11
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",50192,"bristle worm",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",66000,"shrimp unident.",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",68510,"graceful decorator crab",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",68560,"Tanner crab",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",68578,"Pacific lyre crab",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",69010,"hermit crab unident.",1
"DS13",40924,"DS13040924201307180125","07-18-2013","YAK",74120,"weathervane scallop",768.00
