ID,fishery,adfg,packetnum,set_date,haul,trip_id,haul_id,rcode,shell_num,shell_height,shell_damage,sex,gonad_cond,meat_cond,shell_retained,meat_weight,comments
1,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,1,129,0,2,1,0,1,10,
2,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,2,131,0,2,2,0,1,14,
3,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,3,131,0,1,2,0,1,15,
4,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,4,134,0,2,2,0,1,12,
5,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,5,131,0,1,2,0,1,14,
6,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,6,135,0,1,2,0,1,16,
7,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,7,136,0,2,2,0,1,17,
8,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,8,139,0,1,2,0,1,15,
9,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,9,127,0,1,2,0,1,13,
10,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,10,133,1,2,2,0,1,15,
11,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,11,148,0,,,,,,
12,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,12,139,0,,,,,,
13,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,13,133,0,,,,,,
14,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,14,131,0,,,,,,
15,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,15,146,0,,,,,,
16,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,16,133,0,,,,,,
17,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,17,141,0,,,,,,
18,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,18,136,5,,,,,,
19,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,19,134,0,,,,,,
20,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,20,124,0,,,,,,
21,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,21,134,0,,,,,,
22,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,22,126,0,,,,,,
23,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,23,140,0,,,,,,
24,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,24,131,0,,,,,,
25,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,25,141,0,,,,,,
26,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,26,137,0,,,,,,
27,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,27,134,0,,,,,,
28,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,28,142,0,,,,,,
29,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,29,118,0,,,,,,
30,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,30,137,0,,,,,,
31,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,31,136,0,,,,,,
32,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,32,132,0,,,,,,
33,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,33,130,0,,,,,,
34,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,34,132,1,,,,,,
35,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,35,134,0,,,,,,
36,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,36,126,0,,,,,,
37,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,37,137,1,,,,,,
38,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,38,122,0,,,,,,
39,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,39,139,0,,,,,,
40,DS19,40924,6272,8/9/2019 0:00,35,DS19040924006272,DS19040924201908090035,74120,40,135,0,,,,,,
41,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,1,129,12,2,2,0,1,17,"shell extremely brittle, large chunk taken out of lateral left side while collecting meat"
42,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,2,138,0,1,2,0,1,21,
43,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,3,130,0,1,2,0,1,17,
44,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,4,135,6,1,2,0,1,15,
45,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,5,132,2,2,2,0,1,16,
46,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,6,123,0,2,2,0,1,16,
47,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,7,124,12,2,2,0,1,14,
48,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,8,125,0,2,2,0,1,17,
49,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,9,135,0,2,1,0,1,18,
50,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,10,126,2,1,1,0,1,15,
51,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,11,131,0,,,,,,
52,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,12,141,0,,,,,,
53,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,13,124,2,,,,,,
54,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,14,140,0,,,,,,
55,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,15,125,0,,,,,,
56,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,16,135,2,,,,,,
57,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,17,126,0,,,,,,
58,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,18,136,0,,,,,,
59,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,19,136,1,,,,,,
60,DS19,40924,6272,8/11/2019 0:00,81,DS19040924006272,DS19040924201908110081,74120,20,122,0,,,,,,
