Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS19","D","DS19040924201908070001",40924,"R",147,1
"DS19","D","DS19040924201908070001",40924,"R",151,2
"DS19","D","DS19040924201908070001",40924,"R",155,3
"DS19","D","DS19040924201908070001",40924,"R",146,4
"DS19","D","DS19040924201908070001",40924,"R",150,5
"DS19","D","DS19040924201908070001",40924,"R",129,6
"DS19","D","DS19040924201908070001",40924,"R",144,7
"DS19","D","DS19040924201908070001",40924,"R",143,8
"DS19","D","DS19040924201908070001",40924,"R",147,9
"DS19","D","DS19040924201908070001",40924,"R",144,10
"DS19","D","DS19040924201908070001",40924,"R",151,11
"DS19","D","DS19040924201908070001",40924,"R",154,12
"DS19","D","DS19040924201908070001",40924,"R",135,13
"DS19","D","DS19040924201908070001",40924,"R",155,14
"DS19","D","DS19040924201908070001",40924,"R",153,15
"DS19","D","DS19040924201908070001",40924,"R",151,16
"DS19","D","DS19040924201908070001",40924,"R",163,17
"DS19","D","DS19040924201908070001",40924,"R",161,18
"DS19","D","DS19040924201908070001",40924,"R",133,19
"DS19","D","DS19040924201908070001",40924,"R",155,20
"DS19","D","DS19040924201908070001",40924,"D",125,41
"DS19","D","DS19040924201908070001",40924,"D",123,42
"DS19","D","DS19040924201908070001",40924,"D",85,43
"DS19","D","DS19040924201908070001",40924,"D",117,44
"DS19","D","DS19040924201908070001",40924,"D",130,45
"DS19","D","DS19040924201908070001",40924,"D",119,46
"DS19","D","DS19040924201908070001",40924,"D",118,47
"DS19","D","DS19040924201908070001",40924,"D",106,48
"DS19","D","DS19040924201908070001",40924,"D",118,49
"DS19","D","DS19040924201908070001",40924,"D",123,50
"DS19","D","DS19040924201908070001",40924,"D",110,51
"DS19","D","DS19040924201908070001",40924,"D",103,52
"DS19","D","DS19040924201908070001",40924,"D",115,53
"DS19","D","DS19040924201908070001",40924,"D",112,54
"DS19","D","DS19040924201908070001",40924,"D",108,55
"DS19","D","DS19040924201908070001",40924,"D",119,56
"DS19","D","DS19040924201908070001",40924,"D",88,57
"DS19","D","DS19040924201908070001",40924,"D",98,58
"DS19","D","DS19040924201908070001",40924,"D",82,59
"DS19","D","DS19040924201908070001",40924,"D",90,60
"DS19","D","DS19040924201908080013",40924,"R",130,1
"DS19","D","DS19040924201908080013",40924,"R",140,2
"DS19","D","DS19040924201908080013",40924,"R",134,3
"DS19","D","DS19040924201908080013",40924,"R",128,4
"DS19","D","DS19040924201908080013",40924,"R",145,5
"DS19","D","DS19040924201908080013",40924,"R",131,6
"DS19","D","DS19040924201908080013",40924,"R",140,7
"DS19","D","DS19040924201908080013",40924,"R",137,8
"DS19","D","DS19040924201908080013",40924,"R",140,9
"DS19","D","DS19040924201908080013",40924,"R",131,10
"DS19","D","DS19040924201908080013",40924,"R",132,11
"DS19","D","DS19040924201908080013",40924,"R",137,12
"DS19","D","DS19040924201908080013",40924,"R",131,13
"DS19","D","DS19040924201908080013",40924,"R",136,14
"DS19","D","DS19040924201908080013",40924,"R",133,15
"DS19","D","DS19040924201908080013",40924,"R",138,16
"DS19","D","DS19040924201908080013",40924,"R",141,17
"DS19","D","DS19040924201908080013",40924,"R",145,18
"DS19","D","DS19040924201908080013",40924,"R",130,19
"DS19","D","DS19040924201908080013",40924,"R",135,20
"DS19","D","DS19040924201908080013",40924,"D",106,41
"DS19","D","DS19040924201908080013",40924,"D",103,42
"DS19","D","DS19040924201908080013",40924,"D",93,43
"DS19","D","DS19040924201908080013",40924,"D",97,44
"DS19","D","DS19040924201908080013",40924,"D",95,45
"DS19","D","DS19040924201908080013",40924,"D",105,46
"DS19","D","DS19040924201908080013",40924,"D",80,47
"DS19","D","DS19040924201908080013",40924,"D",96,48
"DS19","D","DS19040924201908080013",40924,"D",108,49
"DS19","D","DS19040924201908080013",40924,"D",78,50
"DS19","D","DS19040924201908080013",40924,"D",76,51
"DS19","D","DS19040924201908080013",40924,"D",86,52
"DS19","D","DS19040924201908080013",40924,"D",80,53
"DS19","D","DS19040924201908080013",40924,"D",76,54
"DS19","D","DS19040924201908080013",40924,"D",80,55
"DS19","D","DS19040924201908080013",40924,"D",74,56
"DS19","D","DS19040924201908080013",40924,"D",76,57
"DS19","D","DS19040924201908080013",40924,"D",77,58
"DS19","D","DS19040924201908080013",40924,"D",68,59
"DS19","D","DS19040924201908080013",40924,"D",78,60
"DS19","D","DS19040924201908080015",40924,"R",132,1
"DS19","D","DS19040924201908080015",40924,"R",136,2
"DS19","D","DS19040924201908080015",40924,"R",127,3
"DS19","D","DS19040924201908080015",40924,"R",129,4
"DS19","D","DS19040924201908080015",40924,"R",137,5
"DS19","D","DS19040924201908080015",40924,"R",133,6
"DS19","D","DS19040924201908080015",40924,"R",135,7
"DS19","D","DS19040924201908080015",40924,"R",154,8
"DS19","D","DS19040924201908080015",40924,"R",145,9
"DS19","D","DS19040924201908080015",40924,"R",131,10
"DS19","D","DS19040924201908080015",40924,"R",147,11
"DS19","D","DS19040924201908080015",40924,"R",141,12
"DS19","D","DS19040924201908080015",40924,"R",145,13
"DS19","D","DS19040924201908080015",40924,"R",137,14
"DS19","D","DS19040924201908080015",40924,"R",139,15
"DS19","D","DS19040924201908080015",40924,"R",137,16
"DS19","D","DS19040924201908080015",40924,"R",124,17
"DS19","D","DS19040924201908080015",40924,"R",143,18
"DS19","D","DS19040924201908080015",40924,"R",142,19
"DS19","D","DS19040924201908080015",40924,"R",135,20
"DS19","D","DS19040924201908080015",40924,"D",101,41
"DS19","D","DS19040924201908080015",40924,"D",107,42
"DS19","D","DS19040924201908080015",40924,"D",108,43
"DS19","D","DS19040924201908080015",40924,"D",103,44
"DS19","D","DS19040924201908080015",40924,"D",104,45
"DS19","D","DS19040924201908080015",40924,"D",109,46
"DS19","D","DS19040924201908080015",40924,"D",114,47
"DS19","D","DS19040924201908080015",40924,"D",84,48
"DS19","D","DS19040924201908080015",40924,"D",107,49
"DS19","D","DS19040924201908080015",40924,"D",105,50
"DS19","D","DS19040924201908080015",40924,"D",101,51
"DS19","D","DS19040924201908080015",40924,"D",106,52
"DS19","D","DS19040924201908080015",40924,"D",111,53
"DS19","D","DS19040924201908080015",40924,"D",103,54
"DS19","D","DS19040924201908080015",40924,"D",108,55
"DS19","D","DS19040924201908080015",40924,"D",114,56
"DS19","D","DS19040924201908080015",40924,"D",97,57
"DS19","D","DS19040924201908080015",40924,"D",100,58
"DS19","D","DS19040924201908080015",40924,"D",103,59
"DS19","D","DS19040924201908080015",40924,"D",81,60
"DS19","D","DS19040924201908080019",40924,"R",139,1
"DS19","D","DS19040924201908080019",40924,"R",135,2
"DS19","D","DS19040924201908080019",40924,"R",137,3
"DS19","D","DS19040924201908080019",40924,"R",131,4
"DS19","D","DS19040924201908080019",40924,"R",143,5
"DS19","D","DS19040924201908080019",40924,"R",135,6
"DS19","D","DS19040924201908080019",40924,"R",149,7
"DS19","D","DS19040924201908080019",40924,"R",137,8
"DS19","D","DS19040924201908080019",40924,"R",140,9
"DS19","D","DS19040924201908080019",40924,"R",144,10
"DS19","D","DS19040924201908080019",40924,"R",128,11
"DS19","D","DS19040924201908080019",40924,"R",129,12
"DS19","D","DS19040924201908080019",40924,"R",136,13
"DS19","D","DS19040924201908080019",40924,"R",140,14
"DS19","D","DS19040924201908080019",40924,"R",139,15
"DS19","D","DS19040924201908080019",40924,"R",130,16
"DS19","D","DS19040924201908080019",40924,"R",145,17
"DS19","D","DS19040924201908080019",40924,"R",132,18
"DS19","D","DS19040924201908080019",40924,"R",145,19
"DS19","D","DS19040924201908080019",40924,"R",138,20
"DS19","D","DS19040924201908080019",40924,"D",110,41
"DS19","D","DS19040924201908080019",40924,"D",97,42
"DS19","D","DS19040924201908080019",40924,"D",96,43
"DS19","D","DS19040924201908080019",40924,"D",106,44
"DS19","D","DS19040924201908080019",40924,"D",100,45
"DS19","D","DS19040924201908080019",40924,"D",119,46
"DS19","D","DS19040924201908080019",40924,"D",115,47
"DS19","D","DS19040924201908080019",40924,"D",112,48
"DS19","D","DS19040924201908080019",40924,"D",114,49
"DS19","D","DS19040924201908080019",40924,"D",103,50
"DS19","D","DS19040924201908080019",40924,"D",115,51
"DS19","D","DS19040924201908080019",40924,"D",100,52
"DS19","D","DS19040924201908080019",40924,"D",107,53
"DS19","D","DS19040924201908080019",40924,"D",104,54
"DS19","D","DS19040924201908080019",40924,"D",80,55
"DS19","D","DS19040924201908080019",40924,"D",99,56
"DS19","D","DS19040924201908080019",40924,"D",97,57
"DS19","D","DS19040924201908080019",40924,"D",104,58
"DS19","D","DS19040924201908080019",40924,"D",87,59
"DS19","D","DS19040924201908080019",40924,"D",79,60
"DS19","D","DS19040924201908080022",40924,"R",140,1
"DS19","D","DS19040924201908080022",40924,"R",136,2
"DS19","D","DS19040924201908080022",40924,"R",133,3
"DS19","D","DS19040924201908080022",40924,"R",133,4
"DS19","D","DS19040924201908080022",40924,"R",151,5
"DS19","D","DS19040924201908080022",40924,"R",138,6
"DS19","D","DS19040924201908080022",40924,"R",138,7
"DS19","D","DS19040924201908080022",40924,"R",134,8
"DS19","D","DS19040924201908080022",40924,"R",134,9
"DS19","D","DS19040924201908080022",40924,"R",153,10
"DS19","D","DS19040924201908080022",40924,"R",142,11
"DS19","D","DS19040924201908080022",40924,"R",139,12
"DS19","D","DS19040924201908080022",40924,"R",136,13
"DS19","D","DS19040924201908080022",40924,"R",140,14
"DS19","D","DS19040924201908080022",40924,"R",131,15
"DS19","D","DS19040924201908080022",40924,"R",144,16
"DS19","D","DS19040924201908080022",40924,"R",128,17
"DS19","D","DS19040924201908080022",40924,"R",135,18
"DS19","D","DS19040924201908080022",40924,"R",138,19
"DS19","D","DS19040924201908080022",40924,"R",119,20
"DS19","D","DS19040924201908080022",40924,"D",110,41
"DS19","D","DS19040924201908080022",40924,"D",120,42
"DS19","D","DS19040924201908080022",40924,"D",108,43
"DS19","D","DS19040924201908080022",40924,"D",116,44
"DS19","D","DS19040924201908080022",40924,"D",115,45
"DS19","D","DS19040924201908080022",40924,"D",111,46
"DS19","D","DS19040924201908080022",40924,"D",106,47
"DS19","D","DS19040924201908080022",40924,"D",121,48
"DS19","D","DS19040924201908080022",40924,"D",105,49
"DS19","D","DS19040924201908080022",40924,"D",113,50
"DS19","D","DS19040924201908080022",40924,"D",116,51
"DS19","D","DS19040924201908080022",40924,"D",107,52
"DS19","D","DS19040924201908080022",40924,"D",85,53
"DS19","D","DS19040924201908080022",40924,"D",116,54
