Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS10","YAK","DS10032554201008100011",32554,"R",138,1
"DS10","YAK","DS10032554201008100011",32554,"R",114,2
"DS10","YAK","DS10032554201008100011",32554,"R",130,3
"DS10","YAK","DS10032554201008100011",32554,"R",148,4
"DS10","YAK","DS10032554201008100011",32554,"R",148,5
"DS10","YAK","DS10032554201008100011",32554,"R",128,6
"DS10","YAK","DS10032554201008100011",32554,"R",151,7
"DS10","YAK","DS10032554201008100011",32554,"R",137,8
"DS10","YAK","DS10032554201008100011",32554,"R",139,9
"DS10","YAK","DS10032554201008100011",32554,"R",135,10
"DS10","YAK","DS10032554201008100011",32554,"R",148,11
"DS10","YAK","DS10032554201008100011",32554,"R",135,12
"DS10","YAK","DS10032554201008100011",32554,"R",139,13
"DS10","YAK","DS10032554201008100011",32554,"R",156,14
"DS10","YAK","DS10032554201008100011",32554,"R",130,15
"DS10","YAK","DS10032554201008100011",32554,"R",118,16
"DS10","YAK","DS10032554201008100011",32554,"R",141,17
"DS10","YAK","DS10032554201008100011",32554,"R",142,18
"DS10","YAK","DS10032554201008100011",32554,"R",148,19
"DS10","YAK","DS10032554201008100011",32554,"R",114,20
"DS10","YAK","DS10032554201008100011",32554,"D",116,41
"DS10","YAK","DS10032554201008100011",32554,"D",112,42
"DS10","YAK","DS10032554201008100011",32554,"D",113,43
"DS10","YAK","DS10032554201008100011",32554,"D",106,44
"DS10","YAK","DS10032554201008100011",32554,"D",98,45
"DS10","YAK","DS10032554201008100011",32554,"D",123,46
"DS10","YAK","DS10032554201008100011",32554,"D",112,47
"DS10","YAK","DS10032554201008100011",32554,"D",125,48
"DS10","YAK","DS10032554201008100011",32554,"D",105,49
"DS10","YAK","DS10032554201008100011",32554,"D",106,50
"DS10","YAK","DS10032554201008100011",32554,"D",70,51
"DS10","YAK","DS10032554201008100011",32554,"D",103,52
"DS10","YAK","DS10032554201008100011",32554,"D",131,53
"DS10","YAK","DS10032554201008100011",32554,"D",112,54
"DS10","YAK","DS10032554201008100011",32554,"D",108,55
"DS10","YAK","DS10032554201008100011",32554,"D",116,56
"DS10","YAK","DS10032554201008100011",32554,"D",102,57
"DS10","YAK","DS10032554201008100011",32554,"D",117,58
"DS10","YAK","DS10032554201008100014",32554,"R",142,1
"DS10","YAK","DS10032554201008100014",32554,"R",141,2
"DS10","YAK","DS10032554201008100014",32554,"R",149,3
"DS10","YAK","DS10032554201008100014",32554,"R",140,4
"DS10","YAK","DS10032554201008100014",32554,"R",146,5
"DS10","YAK","DS10032554201008100014",32554,"R",157,6
"DS10","YAK","DS10032554201008100014",32554,"R",127,7
"DS10","YAK","DS10032554201008100014",32554,"R",132,8
"DS10","YAK","DS10032554201008100014",32554,"R",139,9
"DS10","YAK","DS10032554201008100014",32554,"R",160,10
"DS10","YAK","DS10032554201008100014",32554,"R",147,11
"DS10","YAK","DS10032554201008100014",32554,"R",143,12
"DS10","YAK","DS10032554201008100014",32554,"R",129,13
"DS10","YAK","DS10032554201008100014",32554,"R",136,14
"DS10","YAK","DS10032554201008100014",32554,"R",137,15
"DS10","YAK","DS10032554201008100014",32554,"R",156,16
"DS10","YAK","DS10032554201008100014",32554,"R",135,17
"DS10","YAK","DS10032554201008100014",32554,"R",156,18
"DS10","YAK","DS10032554201008100014",32554,"R",134,19
"DS10","YAK","DS10032554201008100014",32554,"R",145,20
"DS10","YAK","DS10032554201008100014",32554,"D",105,41
"DS10","YAK","DS10032554201008100014",32554,"D",111,42
"DS10","YAK","DS10032554201008100014",32554,"D",119,43
"DS10","YAK","DS10032554201008100014",32554,"D",109,44
"DS10","YAK","DS10032554201008100014",32554,"D",102,45
"DS10","YAK","DS10032554201008100014",32554,"D",105,46
"DS10","YAK","DS10032554201008100014",32554,"D",107,47
"DS10","YAK","DS10032554201008100014",32554,"D",104,48
