Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS17","D16","DS17040924201707040003",40924,"R",126,1
"DS17","D16","DS17040924201707040003",40924,"R",118,2
"DS17","D16","DS17040924201707040003",40924,"R",143,3
"DS17","D16","DS17040924201707040003",40924,"R",125,4
"DS17","D16","DS17040924201707040003",40924,"R",116,5
"DS17","D16","DS17040924201707040003",40924,"R",108,6
"DS17","D16","DS17040924201707040003",40924,"R",132,7
"DS17","D16","DS17040924201707040003",40924,"R",137,8
"DS17","D16","DS17040924201707040003",40924,"R",111,9
"DS17","D16","DS17040924201707040003",40924,"R",127,10
"DS17","D16","DS17040924201707040003",40924,"R",120,11
"DS17","D16","DS17040924201707040003",40924,"R",130,12
"DS17","D16","DS17040924201707040003",40924,"R",126,13
"DS17","D16","DS17040924201707040003",40924,"R",109,14
"DS17","D16","DS17040924201707040003",40924,"R",116,15
"DS17","D16","DS17040924201707040003",40924,"R",122,16
"DS17","D16","DS17040924201707040003",40924,"R",123,17
"DS17","D16","DS17040924201707040003",40924,"R",108,18
"DS17","D16","DS17040924201707040003",40924,"R",124,19
"DS17","D16","DS17040924201707040003",40924,"R",117,20
"DS17","D16","DS17040924201707040003",40924,"D",114,41
"DS17","D16","DS17040924201707040003",40924,"D",107,42
"DS17","D16","DS17040924201707040003",40924,"D",86,43
"DS17","D16","DS17040924201707040003",40924,"D",88,44
"DS17","D16","DS17040924201707040003",40924,"D",107,45
"DS17","D16","DS17040924201707040003",40924,"D",111,46
"DS17","D16","DS17040924201707040003",40924,"D",110,47
"DS17","D16","DS17040924201707040003",40924,"D",104,48
"DS17","D16","DS17040924201707040003",40924,"D",107,49
"DS17","D16","DS17040924201707040003",40924,"D",107,50
"DS17","D16","DS17040924201707040003",40924,"D",110,51
"DS17","D16","DS17040924201707040003",40924,"D",114,52
"DS17","D16","DS17040924201707040003",40924,"D",115,53
"DS17","D16","DS17040924201707040003",40924,"D",110,54
"DS17","D16","DS17040924201707040003",40924,"D",115,55
"DS17","D16","DS17040924201707040003",40924,"D",114,56
"DS17","D16","DS17040924201707040003",40924,"D",51,57
"DS17","D16","DS17040924201707040003",40924,"D",85,58
"DS17","D16","DS17040924201707040003",40924,"D",109,59
"DS17","D16","DS17040924201707040003",40924,"D",108,60
"DS17","D16","DS17040924201707040005",40924,"R",125,1
"DS17","D16","DS17040924201707040005",40924,"R",111,2
"DS17","D16","DS17040924201707040005",40924,"R",112,3
"DS17","D16","DS17040924201707040005",40924,"R",110,4
"DS17","D16","DS17040924201707040005",40924,"R",114,5
"DS17","D16","DS17040924201707040005",40924,"R",109,6
"DS17","D16","DS17040924201707040005",40924,"R",118,7
"DS17","D16","DS17040924201707040005",40924,"R",119,8
"DS17","D16","DS17040924201707040005",40924,"R",119,9
"DS17","D16","DS17040924201707040005",40924,"R",119,10
"DS17","D16","DS17040924201707040005",40924,"R",113,11
"DS17","D16","DS17040924201707040005",40924,"R",120,12
"DS17","D16","DS17040924201707040005",40924,"R",110,13
"DS17","D16","DS17040924201707040005",40924,"R",118,14
